date,longitude,latitude,rainfall_6h,rainfall_12h,rainfall_24h,ARI,slope_stability_factor,Terrain_Vulnerability_Index,landslide
2022-07-11,95.549284,28.281457,7.980830,9.180880,9.180880,10.487714,0.957681,0.100000,0
2016-09-05,78.132917,30.000507,9.528847,9.850924,9.850924,7.880740,0.988145,0.300000,0
2020-09-14,77.100901,33.437437,0.000000,0.000000,0.000000,0.000000,0.968941,0.900000,0
2018-09-24,78.622765,32.993759,2.770800,2.770800,2.770800,32.225854,0.962701,0.900000,0
2015-09-28,88.110632,27.381198,0.000000,0.000000,0.000000,0.000000,0.965351,0.650000,0
2020-09-14,91.627183,28.244311,0.000000,0.018651,4.366030,5.660307,0.984322,0.550000,0
2016-08-22,79.817903,35.073537,0.000000,0.028196,0.074226,0.970119,0.990600,0.900000,0
2015-06-29,92.002879,26.851194,0.000000,0.000000,0.018327,20.863460,0.979558,0.100000,0
2015-05-03,85.604069,27.802641,0.000000,0.000000,0.000000,0.000000,0.955538,0.900000,1
2019-09-02,77.043018,30.012665,0.422896,0.428421,3.480706,4.016777,0.999631,0.450000,0
2018-08-06,89.092579,26.673830,0.000000,1.064051,1.945034,49.292013,0.998934,0.450000,0
2019-08-19,97.155962,28.829584,0.690711,0.965357,0.972046,2.067517,0.984673,0.550000,0
2016-07-11,77.346583,34.579926,0.000000,0.000000,0.000000,0.818903,0.950846,0.900000,0
2017-07-10,76.420417,31.722411,0.297069,0.297069,0.297069,27.157643,0.993919,0.100000,0
2021-08-09,92.516930,27.796308,0.000000,0.000000,0.503793,2.033894,0.949322,0.100000,0
2017-07-31,76.379660,31.552236,0.459801,0.505603,10.969551,39.876875,0.992444,0.100000,0
2020-09-28,94.254336,26.761383,0.000000,0.000000,0.644274,45.921368,0.999060,0.100000,0
2015-07-01,88.100266,26.814009,6.970891,6.970891,7.425327,11.693806,0.957120,0.100000,1
2021-08-23,94.605351,27.822406,0.339752,0.339752,0.504578,1.823345,0.984000,0.100000,0
2019-09-09,76.192222,32.468887,0.000000,0.000000,0.000000,0.303430,0.963201,0.650000,0
2019-08-12,77.998535,31.459849,0.000000,0.012542,1.199848,8.834290,0.951029,0.100000,0
2016-08-01,77.128090,32.146219,0.000000,0.334766,0.334766,15.363465,0.944238,0.100000,0
2016-08-01,97.264511,26.904830,0.233020,0.233020,5.021774,40.667342,0.949878,0.100000,0
2017-08-07,79.840509,30.325458,2.170861,7.371036,7.822272,37.945623,0.950951,0.100000,0
2020-08-24,96.394704,29.482234,0.000411,0.221558,0.221558,0.177246,0.996617,0.550000,0
2021-08-23,96.078090,26.953394,0.236391,0.236391,0.448254,21.881033,0.979389,0.100000,0
2015-09-07,78.665105,33.585319,0.000000,0.000000,0.000000,0.000000,0.972768,0.900000,0
2022-06-13,91.383513,28.113973,0.000000,0.000000,0.718800,13.811361,0.975807,0.900000,0
2016-08-08,76.281579,31.834713,0.104207,0.194971,4.922806,104.767222,0.982904,0.100000,0
2015-09-14,92.072319,28.379353,0.000000,0.000000,0.000000,0.181855,0.977830,0.900000,0
2019-09-30,79.508605,32.715956,0.136963,2.496919,2.496919,2.274753,0.980827,0.900000,0
2015-07-13,92.916833,29.000279,0.019512,0.019512,0.750521,25.837252,0.955712,0.650000,0
2016-04-22,91.761878,27.594464,0.000000,0.000000,0.000000,4.458851,0.938883,0.100000,1
2019-09-16,95.410239,27.954621,9.099932,9.166943,12.301163,70.142586,0.999394,0.100000,0
2015-06-11,87.701839,27.391647,0.253418,0.253418,31.970193,39.283358,0.952539,0.100000,1
2017-06-12,76.711713,30.062596,0.000000,0.000000,0.000000,1.494303,0.999692,0.450000,0
2017-09-25,88.933439,26.877174,15.094588,17.240640,17.286967,51.716826,0.981967,0.100000,0
2016-06-27,93.696403,29.329776,4.583818,8.534705,11.391048,13.088224,0.993474,0.550000,0
2022-06-06,92.186542,28.188650,0.000000,0.000000,0.176080,14.470919,0.977946,0.900000,0
2021-07-05,88.736836,27.660522,0.515853,0.515853,3.558201,5.904256,0.917945,0.100000,0
2018-09-24,94.274139,27.434510,1.207751,3.861393,5.786826,65.350152,0.995870,0.450000,0
2015-08-24,77.119550,33.004500,0.146694,0.146694,0.146694,0.363229,0.983729,0.900000,0
2018-09-03,88.807081,26.986299,0.022001,0.022001,7.942263,42.179497,0.954065,0.100000,0
2016-08-08,88.655332,27.192649,0.096927,2.414313,2.416026,3.188070,0.970990,0.100000,0
2019-09-09,95.922480,27.427386,13.906982,13.906982,15.401034,76.575622,0.999628,0.100000,0
2018-07-23,92.332996,28.524847,4.215001,12.325988,14.585008,15.012986,0.975539,0.650000,0
2021-07-19,79.373456,32.084118,0.000000,0.938007,3.520274,4.059783,0.986138,0.900000,0
2017-06-26,79.902162,30.378239,0.000000,0.000000,0.000000,5.697095,0.972863,0.900000,0
2021-07-05,78.630181,30.109985,3.937618,3.937618,12.387571,28.798856,0.975266,0.100000,0
2016-09-11,85.371884,28.232439,3.364871,4.355405,11.044988,57.117877,0.957619,0.900000,1
2016-06-13,92.804997,28.148294,0.000000,0.000000,0.000000,7.677837,0.965255,0.100000,0
2015-07-13,77.532521,31.500650,0.343817,2.478460,18.460614,45.850357,0.940468,0.100000,0
2016-11-10,75.777566,32.840453,0.137606,0.137606,0.137606,0.220059,0.947247,0.100000,1
2017-06-26,92.594490,26.763077,12.927213,14.426578,20.307700,65.606568,0.999125,0.450000,0
2019-08-26,75.565977,30.274088,3.633925,3.633925,3.633925,4.561086,0.999695,0.450000,0
2017-04-06,78.870021,30.970937,0.000000,0.000000,0.000000,4.094298,0.921318,0.650000,1
2016-07-16,93.830940,27.326200,0.146300,0.171664,0.244912,12.494477,0.962914,0.100000,1
2015-03-31,79.824321,30.573197,3.780747,4.053264,4.530718,20.540556,0.989490,0.650000,1
2016-10-12,88.419753,26.866149,0.000000,0.000000,0.000000,27.498165,0.963416,0.100000,1
2019-06-03,75.915025,30.566797,0.001538,0.029781,0.072020,0.099928,0.999616,0.450000,0
2015-06-22,76.871303,32.018346,0.000000,0.000000,2.060868,26.264424,0.924082,0.100000,0
2019-08-26,93.180866,29.473306,0.000000,0.000000,0.000000,0.957897,0.991011,0.550000,0
2016-08-29,76.156270,31.456068,0.267182,0.267182,0.267182,16.045086,0.998435,0.100000,0
2015-08-24,91.100552,28.979303,0.132258,0.436558,0.436558,6.344249,0.987288,0.650000,0
2020-07-27,89.373196,27.360456,0.000000,0.000000,0.401713,5.998098,0.988951,0.100000,0
2019-07-22,93.241542,29.306011,0.170056,0.700739,64.677857,65.259212,0.991305,0.650000,0
2017-06-27,76.925331,31.727537,0.000000,0.000000,0.000000,3.818559,0.987904,0.100000,1
2020-07-06,75.696518,30.424159,1.106943,2.032989,8.477250,26.430701,0.999636,0.450000,0
2022-07-11,79.830540,32.546272,0.000000,0.000000,0.000000,0.000000,0.989800,0.900000,0
2017-01-26,75.182577,33.366848,0.263765,0.502245,0.626567,2.735467,0.949134,0.650000,1
2022-06-27,92.780389,29.399040,3.529880,7.862514,8.367396,16.571366,0.984263,0.650000,0
2016-06-13,92.115386,27.231574,0.000000,0.000000,5.540647,18.169066,0.946929,0.100000,0
2022-08-01,92.288009,28.488287,0.025749,0.535713,18.382838,64.807773,0.975539,0.650000,0
2018-08-13,78.478058,30.075031,98.202587,117.171675,124.820928,182.363570,0.984865,0.100000,0
2016-08-15,76.410461,31.578705,0.000000,0.000000,3.428919,12.955532,0.992444,0.100000,0
2015-08-31,78.614739,29.570874,0.000000,0.000000,0.000000,0.316369,0.990576,0.100000,0
2019-09-16,93.723637,29.205960,0.000000,1.900936,3.664816,7.377189,0.956441,0.650000,0
2021-09-13,76.178560,30.825484,0.000000,0.264665,6.865509,26.657763,0.999297,0.450000,0
2017-07-05,85.114774,27.881602,0.000000,0.000000,0.000000,0.000000,0.955538,0.900000,1
2018-06-18,75.658919,32.039542,0.000000,0.000000,0.077906,5.268457,0.998373,0.450000,0
2015-08-10,96.503481,27.044461,3.055269,6.478350,8.270924,29.297242,0.986524,0.100000,0
2022-06-06,89.298695,28.385669,0.000000,1.738943,7.956050,8.485742,0.981343,0.900000,0
2018-08-13,75.828871,31.179666,2.837596,15.714732,15.995952,17.609048,0.999765,0.450000,0
2015-08-17,95.278597,27.284420,0.097620,0.198521,1.813446,33.931464,0.999728,0.450000,0
2020-06-01,79.178083,33.183598,0.217345,0.268045,0.670851,0.849452,0.994248,0.900000,0
2020-08-03,93.449837,28.979228,0.142652,0.142652,0.142652,7.188438,0.957748,0.650000,0
2021-06-14,92.882447,26.738163,37.261132,37.261132,37.328458,84.877922,0.999639,0.450000,0
2021-08-30,77.206854,34.232972,0.000000,0.000000,0.000000,0.000000,0.930160,0.900000,0
2018-09-10,78.713810,31.815399,0.000000,1.255657,1.255657,1.004526,0.916585,0.900000,0
2017-07-05,83.809758,27.963124,42.991065,44.006594,45.377852,63.799688,0.985751,0.100000,1
2017-07-03,88.958398,27.814655,0.441962,0.495096,1.467051,25.945860,0.980660,0.650000,0
2015-06-29,78.071928,32.809235,0.000000,0.000000,0.000000,7.170365,0.993647,0.900000,0
2015-06-08,77.010364,33.394983,0.000000,0.000000,0.007233,0.142930,0.944257,0.900000,0
2017-07-03,91.875168,26.209168,0.000000,0.000000,0.000000,15.218634,0.999469,0.450000,1
2016-09-19,78.907097,29.685964,0.000000,0.000000,3.601460,2.955907,0.962862,0.100000,0
2017-09-18,96.147196,29.294692,0.000000,0.639001,1.689348,18.122080,0.976246,0.100000,0
2015-09-28,75.821719,31.796146,0.000000,0.000000,0.000000,0.000000,0.988399,0.100000,0
2018-06-04,96.777555,26.515482,10.227519,10.649691,27.746683,46.779961,0.998255,0.100000,0
2021-06-21,79.344102,29.996430,0.000000,0.001395,11.247909,56.975091,0.960013,0.100000,0
2015-07-27,95.479557,28.226500,2.662437,2.662437,2.662437,6.183940,0.949289,0.100000,0
2017-06-19,76.402618,35.463005,0.000000,0.000000,0.000000,0.007959,0.948256,0.900000,0
2017-06-19,93.780052,28.335263,3.064264,30.537401,32.842581,47.937337,0.948293,0.100000,0
2016-08-29,78.941551,30.989403,3.938788,4.708920,5.944351,63.927487,0.921318,0.650000,1
2016-07-01,92.661741,27.006032,0.000000,0.000000,0.000000,5.273977,0.993591,0.100000,1
2016-06-12,93.896537,27.650823,1.386688,1.386688,2.227594,9.895511,0.967941,0.100000,1
2017-07-24,91.711990,26.924709,1.881630,5.704097,8.851245,7.498684,0.948942,0.100000,0
2016-08-15,78.376027,31.566922,0.000000,0.672142,1.078060,3.313581,0.940408,0.650000,1
2019-07-08,94.250059,28.078488,3.427701,5.349492,8.283922,101.255031,0.942478,0.100000,0
2016-07-25,76.482159,32.732887,0.021321,0.021321,0.021321,4.997576,0.976556,0.650000,0
2019-06-03,88.280660,27.639594,0.000000,0.000000,0.000000,0.000000,0.909412,0.100000,0
2015-06-15,95.191539,26.947665,3.615559,5.624747,13.686226,61.588239,0.969169,0.100000,0
2022-07-25,76.485080,34.002750,3.991883,41.831037,45.389489,52.566323,0.962340,0.900000,0
2015-08-10,76.553159,30.227963,0.327751,0.539560,11.585210,21.525246,0.999569,0.450000,0
2021-08-23,92.036188,29.492487,1.527482,4.355989,5.881286,17.936692,0.993054,0.550000,0
2018-09-24,92.604559,27.089279,10.173373,11.584753,11.717059,15.942092,0.950814,0.100000,0
2016-10-04,80.585423,29.842380,0.000000,0.000000,0.000000,0.000000,0.987781,0.100000,1
2021-08-16,96.691561,28.104937,0.054564,0.085108,0.186480,7.174893,0.935377,0.100000,0
2016-08-08,77.442799,34.714671,0.000000,0.994070,14.199333,13.078433,0.936805,0.900000,0
2020-07-27,78.090424,33.980675,0.000000,0.000000,0.000000,0.000000,0.955791,0.900000,0
2020-06-08,79.733889,29.885378,0.000000,0.000000,0.000000,4.610850,0.991209,0.100000,0
2017-06-12,76.161263,32.578433,0.000000,0.009706,0.013417,1.533869,0.985160,0.100000,0
2022-07-11,95.939245,27.047697,0.000000,1.171617,16.964448,41.439131,0.968581,0.100000,0
2021-07-05,93.529652,28.471308,0.000000,0.000000,0.747711,17.907025,0.908257,0.100000,0
2016-09-19,92.218953,27.519768,0.000000,0.000000,0.000000,11.539698,0.931286,0.650000,0
2020-06-29,88.310761,27.841526,0.000000,0.000000,0.842800,5.085074,0.966842,0.900000,0
2015-08-31,78.488377,30.676606,0.000000,0.000000,0.047499,0.409374,0.955576,0.100000,0
2016-09-12,95.589602,28.095396,0.000000,0.000000,0.314709,0.980909,0.995544,0.100000,0
2015-08-03,96.346200,27.713052,60.336265,70.962745,71.129164,78.613113,0.944377,0.100000,0
2020-06-08,79.275679,32.146491,0.000000,0.000000,0.000000,0.741926,0.978895,0.900000,0
2017-02-03,75.129235,33.309448,0.000000,0.406085,0.434153,2.927065,0.942021,0.100000,1
2017-06-26,92.024929,28.012553,0.000000,0.546547,0.877853,7.667152,0.973509,0.650000,0
2015-06-09,93.843604,27.122691,0.741480,0.741480,1.385563,21.601982,0.992360,0.100000,1
2018-06-04,96.151547,28.935900,0.000000,0.000000,0.000000,0.555757,0.971082,0.100000,0
2015-08-10,95.220901,28.902654,0.000000,0.195126,4.509120,15.392659,0.921123,0.100000,0
2019-06-10,77.542026,31.113160,0.000000,0.000000,0.000000,0.345997,0.986941,0.100000,0
2022-07-18,94.307290,29.219368,0.000000,0.000000,0.982344,5.888212,0.957319,0.100000,0
2018-06-11,79.308425,29.314366,0.000000,0.000000,23.883859,22.468705,0.979093,0.100000,0
2019-07-15,77.591426,34.811326,0.000000,0.000000,0.000000,0.000000,0.894396,0.900000,0
2015-08-17,79.275431,29.551707,0.315059,1.276064,10.626430,38.533979,0.985474,0.100000,0
2017-07-03,79.068097,29.381520,4.566452,4.797416,37.694718,45.491003,0.989056,0.100000,0
2021-09-06,97.353983,26.535632,0.000000,0.111065,2.493070,14.117315,0.949101,0.100000,0
2018-08-06,78.274540,29.251406,2.057071,5.859148,41.425133,57.703740,0.999696,0.450000,0
2015-08-03,76.055303,34.914615,0.631540,0.944191,0.944191,9.821196,0.966918,0.900000,0
2017-07-12,75.550526,33.175810,9.991960,9.991960,11.860461,10.802254,0.935714,0.650000,1
2020-09-21,93.904970,28.841820,0.000000,0.000000,0.000000,0.000000,0.985223,0.100000,0
2015-08-10,96.210141,26.981214,0.154074,1.476488,9.113524,29.963895,0.985086,0.100000,0
2020-07-06,93.744829,29.316238,0.000000,2.521287,5.349074,7.518041,0.993474,0.550000,0
2015-07-06,77.669957,31.844500,0.000000,0.027411,0.063958,11.134901,0.989972,0.100000,0
2017-08-21,94.812452,27.301712,3.285149,5.148143,5.554165,66.329209,0.999802,0.450000,0
2020-07-20,93.935561,28.761388,0.000000,0.769183,20.886121,58.524668,0.992878,0.100000,0
2015-06-15,95.857009,27.816420,2.949101,3.713827,11.502248,56.899421,0.999245,0.100000,0
2016-06-13,92.249219,26.973693,0.000000,0.000000,0.744202,6.906497,0.950655,0.100000,0
2021-06-21,77.924993,31.988997,0.000000,0.000000,0.000000,0.000000,0.987770,0.900000,0
2020-09-28,77.844116,33.193686,0.000000,0.000000,0.000000,0.000000,0.973002,0.900000,0
2021-06-07,94.758205,28.045671,0.000000,0.000000,0.479823,26.471388,0.985838,0.100000,0
2017-07-09,93.819011,27.101709,0.247154,0.471874,3.892093,43.997872,0.992360,0.100000,1
2015-08-17,95.034283,28.271720,0.490900,2.303926,2.407291,25.548888,0.964787,0.100000,0
2016-08-08,77.847522,31.495478,0.148536,0.148536,2.677417,29.225685,0.947124,0.100000,0
2018-07-23,88.376083,27.393602,0.005089,0.013249,0.265603,6.468376,0.971047,0.100000,0
2018-06-04,75.526201,31.406043,0.000000,0.000000,0.000000,0.000000,0.999623,0.450000,0
2018-07-30,97.305077,28.354876,14.333935,25.641333,30.872033,60.583014,0.986420,0.100000,0
2018-09-03,78.777802,32.174250,0.000000,0.000000,0.000000,0.010620,0.970231,0.900000,0
2019-07-08,75.630339,32.952849,0.000000,1.267250,2.321950,7.303298,0.947285,0.100000,0
2019-06-24,77.005439,34.354244,0.000000,0.000000,0.000000,1.765142,0.926940,0.900000,0
2022-07-18,95.342530,27.029477,4.893855,4.893855,7.693400,12.231471,0.976451,0.100000,0
2018-08-20,78.018893,35.672790,0.000000,0.000000,0.000000,0.000000,0.985390,0.900000,0
2018-06-25,96.805075,27.255506,0.000000,2.336709,2.336709,51.854970,0.974389,0.100000,0
2021-09-27,77.736002,34.716504,0.000000,0.000000,0.000000,0.000000,0.967098,0.900000,0
2018-09-24,95.678556,28.555948,0.190399,0.190399,0.190399,16.360475,0.983887,0.100000,0
2016-09-11,85.369756,28.212980,3.364871,4.355405,11.044988,57.117877,0.957619,0.900000,1
2021-08-02,91.863097,29.454731,0.325166,0.373868,1.198095,94.760256,0.965726,0.650000,0
2020-07-13,88.758183,26.744298,0.211120,0.660538,41.849867,143.232338,0.998529,0.450000,0
2016-08-14,84.998594,28.105113,3.364871,4.355405,11.044988,57.117877,0.957619,0.900000,1
2020-06-08,91.108290,29.251850,0.000000,0.000000,0.692619,0.554095,0.986027,0.900000,0
2015-08-31,78.950557,35.197256,0.000000,0.000000,0.000000,0.000000,0.980106,0.900000,0
2018-07-23,94.043839,27.901646,17.229521,21.326087,22.308439,53.146119,0.975820,0.100000,0
2021-06-07,76.248195,32.956821,2.199063,2.783848,11.320906,11.657692,0.909105,0.100000,0
2017-09-18,77.757596,35.259241,0.000000,0.000000,0.067141,0.086505,0.992333,0.900000,0
2015-09-14,77.264299,34.575036,0.000000,0.000000,0.000000,0.000000,0.977516,0.900000,0
2017-07-24,78.941292,32.486107,0.707251,4.592785,4.716205,4.971312,0.972421,0.900000,0
2017-08-21,76.266379,30.483272,0.000000,0.000000,0.000000,6.225783,0.999753,0.450000,0
2019-07-15,76.816910,30.274727,4.974855,15.474530,55.709729,109.749587,0.999329,0.450000,0
2016-12-26,75.211690,33.451840,0.432715,0.432715,0.432715,0.999854,0.925332,0.100000,1
2015-06-22,96.416351,27.988518,9.371630,9.383482,10.339517,12.230710,0.951777,0.100000,0
2017-08-14,93.294789,26.853727,0.984078,1.713025,5.559681,41.519048,0.998180,0.450000,0
2020-07-06,96.408861,26.546228,14.663986,23.912522,46.577923,70.405583,0.999758,0.100000,0
2015-07-13,92.734273,28.679144,1.512099,1.888164,2.293158,26.763184,0.975895,0.650000,0
2017-07-10,79.697823,32.945621,0.456284,0.456284,0.456284,5.221928,0.983528,0.900000,0
2018-07-09,79.799973,29.886462,67.690646,68.829776,70.049357,98.551805,0.978306,0.100000,0
2017-08-07,75.865966,32.753621,7.427227,8.707846,9.753375,49.088184,0.952016,0.100000,0
2015-09-21,77.094911,34.627733,0.000000,0.015615,0.102335,0.451292,0.967510,0.900000,0
2016-08-01,77.806648,33.595513,0.000000,0.000000,0.000000,0.000000,0.980611,0.900000,0
2016-09-19,95.970154,28.521773,0.000000,0.000000,0.000000,11.528606,0.954836,0.100000,0
2020-08-17,95.627702,27.152166,2.167153,2.583375,17.364543,47.529593,0.971269,0.100000,0
2018-07-30,76.695758,30.352157,0.018269,0.268177,0.600497,6.965958,0.999541,0.450000,0
2018-07-30,97.191554,27.803206,33.941076,40.057927,45.668234,63.570225,0.942856,0.100000,0
2015-07-13,93.950901,26.996210,0.004417,0.190898,0.423051,2.382396,0.999575,0.450000,0
2016-06-20,92.699484,27.836465,0.000000,0.361389,14.969048,56.137675,0.909062,0.100000,0
2021-09-06,91.851618,28.135519,0.517950,2.549843,2.549843,6.350407,0.965120,0.900000,0
2019-09-16,96.034732,29.286423,0.000000,0.000000,0.000000,1.749225,0.976860,0.100000,0
2021-06-07,93.346541,26.592645,50.813375,50.999493,51.343030,104.701637,0.986749,0.100000,0
2015-06-01,78.491427,33.845545,0.000000,0.000000,0.000567,0.036475,0.964238,0.900000,0
2020-07-27,91.021131,27.368346,0.000000,10.838143,33.520179,31.112924,0.944579,0.100000,0
2021-06-21,78.565374,31.197926,0.000000,0.000000,0.000000,0.026041,0.970839,0.100000,0
2020-08-03,88.806369,28.013777,1.625277,3.425921,3.837386,15.828754,0.980496,0.900000,0
2016-07-11,79.306835,33.153400,0.000000,0.000000,0.000000,0.012188,0.994640,0.900000,0
2015-08-24,79.015359,32.608073,0.000000,0.000000,0.000000,2.077947,0.972637,0.900000,0
2021-09-20,76.213038,32.095419,0.000000,0.000000,0.000000,15.426333,0.992942,0.100000,0
2019-07-01,77.636845,34.662326,0.000000,0.000000,0.000000,0.000000,0.890064,0.900000,0
2020-08-17,79.444211,34.041833,0.000000,0.000000,0.000000,0.637226,0.977553,0.100000,0
2019-06-10,75.707784,32.199531,0.000000,0.000000,0.000000,0.052315,0.993865,0.100000,0
2020-09-21,76.789068,30.198708,0.000000,0.000000,0.000000,0.000000,0.999569,0.450000,0
2016-09-05,76.971284,32.327805,0.000000,0.000000,0.000000,0.000000,0.959992,0.900000,0
2020-06-08,76.057659,30.506945,0.000000,0.000000,0.036816,9.212161,0.999602,0.450000,0
2016-08-07,75.107050,32.696023,0.000000,0.000000,0.000000,0.569105,0.951209,0.100000,1
2018-06-04,95.441257,29.334470,2.758732,3.649761,3.649761,4.192552,0.923552,0.100000,0
2015-07-06,96.257389,27.377410,0.000000,3.460787,21.481822,35.997418,0.981222,0.100000,0
2021-09-20,79.817044,30.091386,1.427803,1.498166,1.498166,5.295651,0.971999,0.100000,0
2016-08-01,77.268184,31.448751,18.248424,18.248424,18.688449,33.836313,0.985245,0.100000,0
2015-08-24,76.794414,34.967239,0.000000,0.006232,0.080474,0.256056,0.940516,0.900000,0
2017-08-21,95.960341,27.455832,0.428499,0.449931,11.004080,55.337542,0.996809,0.450000,0
2016-06-20,79.370141,29.883903,3.454342,3.778479,3.778479,7.778595,0.980663,0.100000,0
2019-08-05,93.745398,27.877895,0.591899,1.536593,4.741845,28.437024,0.982512,0.100000,0
2016-08-29,77.884320,31.596375,1.981049,2.020742,5.922683,17.708365,0.954708,0.650000,1
2018-08-06,95.281416,27.764592,0.000000,0.000000,3.522132,12.911142,0.997123,0.100000,0
2021-07-05,79.014832,34.697798,0.000000,0.000000,0.000000,0.000000,0.988542,0.900000,0
2016-06-13,97.475223,28.151002,17.539687,67.962293,91.860474,149.300450,0.954680,0.100000,0
2015-08-31,76.878542,30.363420,0.000000,0.000000,0.000000,0.000000,0.999293,0.450000,0
2019-09-23,97.038574,29.267541,0.888516,1.615938,1.624182,26.400431,0.977121,0.900000,0
2019-08-26,77.441390,35.950840,0.000000,0.000000,0.000000,0.000000,0.997146,0.900000,0
2020-06-15,94.519009,29.212196,0.000000,0.000000,0.000000,9.065001,0.983617,0.100000,0
2020-08-10,94.117482,28.052627,0.353764,4.540847,42.959341,66.653604,0.965865,0.100000,0
2021-09-06,95.119126,28.431461,0.000000,0.000000,0.000000,70.888954,0.992711,0.100000,0
2016-06-06,96.927141,27.113684,0.141612,0.141612,0.951022,11.232459,0.973841,0.100000,0
2017-07-03,93.525374,28.993735,11.597733,24.946437,28.350705,58.835315,0.990478,0.550000,0
2016-08-15,88.439189,28.017860,0.883971,1.625064,1.628328,3.942448,0.974089,0.900000,0
2018-06-25,77.379623,31.855091,0.000000,0.000000,0.000000,0.099874,0.913960,0.100000,0
2015-08-20,75.662114,32.634134,0.256939,0.370971,0.370971,1.185733,0.943888,0.100000,1
2020-08-17,78.957957,31.584232,0.000000,0.000000,0.000000,0.000000,0.944912,0.900000,0
2021-08-30,93.579512,27.275104,1.761440,2.471583,5.231052,36.586636,0.995510,0.100000,0
2015-06-08,94.920027,28.493886,0.000000,0.000000,12.706882,52.828070,0.976236,0.100000,0
2016-08-08,88.976887,28.431589,0.773390,6.037051,6.056309,21.855914,0.972299,0.650000,0
2019-07-22,93.839185,28.523206,0.628112,0.685968,0.685968,4.827071,0.916063,0.100000,0
2016-08-08,78.008789,35.687119,0.000000,0.776425,1.684409,3.596500,0.985390,0.900000,0
2016-07-11,76.595486,30.745362,0.630730,0.734364,1.080380,5.079292,0.998454,0.450000,0
2021-09-20,78.822108,29.164509,0.000000,0.000000,0.000000,0.000000,0.999151,0.450000,0
2015-07-07,88.400579,27.090600,0.127017,0.277613,5.503636,34.090690,0.966599,0.100000,1
2017-06-19,92.508764,27.775429,0.000000,0.000000,0.000000,13.153078,0.949322,0.100000,0
2016-08-31,86.223300,28.024615,3.364871,4.355405,11.044988,57.117877,0.957619,0.900000,1
2022-06-06,94.383567,26.788570,0.311713,0.349834,1.398344,30.498070,0.999318,0.450000,0
2019-09-09,96.601783,27.987619,0.247801,0.247801,8.655146,14.915920,0.953267,0.100000,0
2016-09-26,77.949393,32.984056,0.000000,0.000000,0.000000,0.063175,0.997528,0.900000,0
2019-08-19,75.618788,31.795357,0.000000,0.000000,0.171812,75.986753,0.999295,0.450000,0
2018-09-10,77.170303,31.524813,0.040614,2.159169,16.655833,35.231920,0.991591,0.100000,0
2018-07-30,78.723327,29.289375,21.700518,22.189971,27.893086,76.767497,0.998606,0.450000,0
2017-06-06,79.351384,30.321250,44.890801,50.174450,50.337994,47.984219,0.944294,0.100000,1
2017-04-15,75.848209,33.181933,0.149636,0.153203,0.369687,21.478652,0.917270,0.650000,1
2019-07-08,94.543065,27.090160,18.898739,28.673277,31.013722,111.328749,0.999839,0.200000,0
2020-06-29,96.459371,27.141230,0.812493,3.053631,3.236655,27.872879,0.973462,0.100000,0
2016-07-26,94.527725,25.988733,45.979000,51.728520,55.154780,156.788500,0.975606,0.100000,1
2019-09-23,89.482169,28.172048,0.000000,0.000000,0.002482,11.914045,0.963797,0.650000,0
2017-08-28,91.507821,29.190519,0.000000,0.074708,0.302828,0.954369,0.972262,0.650000,0
2021-08-09,93.111102,27.993326,0.000000,0.021755,0.891718,0.748407,0.960572,0.100000,0
2017-09-18,96.943179,29.310081,0.475756,0.475756,2.210860,15.538022,0.992035,0.650000,0
2020-07-20,76.287098,34.579535,0.000000,0.000000,0.000000,0.193763,0.985074,0.900000,0
2016-07-18,77.184966,30.978186,0.557234,1.248170,5.537872,29.028284,0.976620,0.100000,0
2018-07-23,88.729628,26.897589,0.000000,0.000000,1.486099,28.969137,0.986204,0.100000,0
2015-09-28,96.469706,27.231025,0.000000,0.000000,0.000000,3.155793,0.975207,0.100000,0
2017-09-25,75.715571,31.763736,0.000000,0.000000,0.000000,0.212357,0.997705,0.450000,0
2018-06-25,79.925501,32.136542,0.000000,0.000000,0.000000,0.216779,0.954933,0.900000,0
2020-06-22,78.431727,30.599262,0.000000,0.000000,0.091224,20.082651,0.995140,0.100000,0
2017-07-24,96.646662,28.802051,2.774032,6.232392,6.232392,7.213414,0.987138,0.550000,0
2019-06-10,88.375372,27.046482,1.837907,1.837907,1.837907,36.912436,0.983223,0.100000,0
2019-06-03,76.121244,31.812585,0.000000,0.000000,0.000000,23.111300,0.981920,0.100000,0
2015-07-06,77.977460,34.198900,0.000000,0.000000,0.000000,0.000000,0.972007,0.900000,0
2017-08-07,91.672159,27.159106,1.429219,3.766077,7.909787,17.061702,0.954852,0.100000,0
2015-08-24,79.632206,31.101867,0.000000,0.000000,0.000000,1.432535,0.957844,0.900000,0
2022-06-06,91.328909,26.969944,1.545635,1.545635,3.792924,32.104267,0.978839,0.100000,0
2015-07-20,96.826791,29.377206,0.179955,0.591334,0.740026,0.752050,0.971437,0.900000,0
2016-10-12,88.281587,27.273639,0.000000,0.000000,2.746961,4.556897,0.985824,0.100000,1
2015-06-26,84.944427,28.269800,3.364871,4.355405,11.044988,57.117877,0.957619,0.900000,1
2016-07-04,94.738602,27.648533,0.232521,1.333145,26.720957,107.384880,0.992668,0.100000,0
2018-07-09,78.769091,29.401607,8.695317,8.698628,8.698628,20.724589,0.998034,0.450000,0
2020-06-08,76.200694,34.480977,0.000000,0.000000,0.000000,0.347582,0.971280,0.900000,0
